"course_id","course_name","competency","category","level","delivery_mode","duration_hours","duration_weeks","max_participants","resource_types","prerequisites","certification_offered","start_date","end_date","status","num_qualified_trainers","primary_trainer_id","num_recommended_trainees","total_enrolled","completion_rate_percent","average_course_rating","average_assessment_pass_rate_percent","description","qualified_trainers"
"C1271","Practical Lab: Nowcasting","Nowcasting","Nowcasting","Advanced","Hybrid","24","3","50","System.Object[]","System.Object[]","True","2026-07-04","2026-07-25","completed","5","TRN20260129","6","5","94.8","4.8","68.7","Practical Lab: Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1272","Nowcasting: Tools and Applications","Nowcasting","Nowcasting","Beginner","Online","8","1","25","System.Object[]","System.Object[]","True","2026-12-22","2026-12-29","upcoming","5","TRN20260129","4","15","71.9","4.8","82.3","Nowcasting: Tools and Applications equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1273","Nowcasting for Decision Makers","Nowcasting","Nowcasting","Intermediate","Offline","24","3","20","System.Object[]","System.Object[]","True","2026-11-14","2026-12-05","upcoming","5","TRN20260129","7","19","72.1","3.7","92.3","Nowcasting for Decision Makers equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1274","Nowcasting for Field Officers","Nowcasting","Nowcasting","Advanced","Hybrid","20","2","30","System.Object[]","System.Object[]","False","2026-07-04","2026-07-18","completed","5","TRN20260129","8","15","74.4","3.5","83","Nowcasting for Field Officers equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1275","Master Class: Nowcasting","Nowcasting","Nowcasting","Beginner","Online","8","1","30","System.Object[]","System.Object[]","True","2026-12-09","2026-12-16","upcoming","5","TRN20260129","3","7","77.5","3.9","90.9","Master Class: Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1276","Advanced Nowcasting Techniques","Nowcasting","Nowcasting","Advanced","Offline","20","2","50","System.Object[]","System.Object[]","True","2026-06-23","2026-07-07","completed","5","TRN20260129","7","24","86.4","4.8","71.3","Advanced Nowcasting Techniques equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1277","Introduction to Nowcasting","Nowcasting","Nowcasting","Beginner","Hybrid","12","2","25","System.Object[]","System.Object[]","False","2026-07-26","2026-08-09","completed","5","TRN20260129","6","19","72.6","3.3","83.4","Introduction to Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1278","Intermediate Nowcasting","Nowcasting","Nowcasting","Beginner","Online","24","3","50","System.Object[]","System.Object[]","True","2026-05-06","2026-05-27","completed","5","TRN20260129","3","7","83.7","4.6","71.6","Intermediate Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1279","Nowcasting Certification Program","Nowcasting","Nowcasting","Intermediate","Offline","8","1","40","System.Object[]","System.Object[]","True","2026-12-29","2027-01-05","upcoming","5","TRN20260129","7","28","93.6","4.6","89.6","Nowcasting Certification Program equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1280","Nowcasting Data Handling and Quality Control","Nowcasting","Nowcasting","Advanced","Hybrid","16","2","40","System.Object[]","System.Object[]","False","2026-08-17","2026-08-31","completed","5","TRN20260129","5","38","97.4","4","86.9","Nowcasting Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1281","Hands-on Nowcasting","Nowcasting","Nowcasting","Beginner","Online","24","3","30","System.Object[]","System.Object[]","True","2026-05-22","2026-06-12","completed","5","TRN20260129","6","11","55.1","3.2","84.4","Hands-on Nowcasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1282","Nowcasting Capstone Project","Nowcasting","Nowcasting","Intermediate","Offline","40","5","50","System.Object[]","System.Object[]","False","2026-09-09","2026-10-14","ongoing","5","TRN20260129","7","24","76.8","3.8","60.2","Nowcasting Capstone Project equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1283","Nowcasting: Case Studies from Indian Meteorology","Nowcasting","Nowcasting","Advanced","Hybrid","20","2","50","System.Object[]","System.Object[]","False","2026-09-10","2026-09-24","ongoing","5","TRN20260129","5","14","82","4.7","80.9","Nowcasting: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1284","Nowcasting in Operational Forecasting","Nowcasting","Nowcasting","Beginner","Online","40","5","40","System.Object[]","System.Object[]","False","2026-06-15","2026-07-20","completed","5","TRN20260129","7","6","69.6","3.8","80.8","Nowcasting in Operational Forecasting equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1285","Nowcasting Best Practices","Nowcasting","Nowcasting","Intermediate","Offline","12","2","50","System.Object[]","System.Object[]","True","2026-04-11","2026-04-25","completed","5","TRN20260129","8","24","64.3","3.7","64.4","Nowcasting Best Practices equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1286","Nowcasting Workshop","Nowcasting","Nowcasting","Advanced","Hybrid","8","1","40","System.Object[]","System.Object[]","True","2026-12-12","2026-12-19","upcoming","5","TRN20260129","4","25","61.2","4.7","92.1","Nowcasting Workshop equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1287","Nowcasting for Regional Centres","Nowcasting","Nowcasting","Beginner","Online","12","2","20","System.Object[]","System.Object[]","True","2026-08-29","2026-09-12","completed","5","TRN20260129","3","15","75.1","3.3","80.3","Nowcasting for Regional Centres equips IMD personnel with the knowledge and skills required for very short-range (0-6 hour) nowcasting techniques for localized severe weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Nowcasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C113","Marine Meteorology","Marine meteorology","Marine Meteorology","Beginner","Online","24","3","30","System.Object[]","System.Object[]","True","2026-04-17","2026-05-08","completed","5","TRN20260213","4","22","74.1","3.4","78.4","Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1288","Marine Meteorology Data Handling and Quality Control","Marine meteorology","Marine Meteorology","Intermediate","Offline","20","2","20","System.Object[]","System.Object[]","True","2026-05-29","2026-06-12","completed","5","TRN20260213","8","7","96.9","4.5","78.2","Marine Meteorology Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1289","Applied Marine Meteorology","Marine meteorology","Marine Meteorology","Advanced","Hybrid","40","5","40","System.Object[]","System.Object[]","False","2026-09-05","2026-10-10","ongoing","5","TRN20260213","8","16","85.1","4.3","90.8","Applied Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1290","Intermediate Marine Meteorology","Marine meteorology","Marine Meteorology","Beginner","Online","20","2","20","System.Object[]","System.Object[]","False","2026-05-16","2026-05-30","completed","5","TRN20260213","6","9","76.8","3.9","87.9","Intermediate Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1291","Marine Meteorology for Field Officers","Marine meteorology","Marine Meteorology","Intermediate","Offline","24","3","20","System.Object[]","System.Object[]","False","2026-10-29","2026-11-19","upcoming","5","TRN20260213","4","17","57.8","3.6","87.1","Marine Meteorology for Field Officers equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1292","Marine Meteorology: Tools and Applications","Marine meteorology","Marine Meteorology","Advanced","Hybrid","24","3","30","System.Object[]","System.Object[]","True","2026-10-16","2026-11-06","upcoming","5","TRN20260213","3","15","78.9","4.6","66.9","Marine Meteorology: Tools and Applications equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1293","Marine Meteorology Best Practices","Marine meteorology","Marine Meteorology","Beginner","Online","24","3","20","System.Object[]","System.Object[]","True","2026-11-06","2026-11-27","upcoming","5","TRN20260213","4","9","74.5","3.7","84","Marine Meteorology Best Practices equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1294","Foundations of Marine Meteorology","Marine meteorology","Marine Meteorology","Beginner","Offline","12","2","30","System.Object[]","System.Object[]","True","2026-12-29","2027-01-12","upcoming","5","TRN20260213","3","17","91.4","4.6","62.4","Foundations of Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1295","Marine Meteorology Bootcamp","Marine meteorology","Marine Meteorology","Advanced","Hybrid","8","1","50","System.Object[]","System.Object[]","False","2026-06-19","2026-06-26","completed","5","TRN20260213","4","50","71.5","3.8","81.3","Marine Meteorology Bootcamp equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1296","Marine Meteorology for Regional Centres","Marine meteorology","Marine Meteorology","Beginner","Online","12","2","25","System.Object[]","System.Object[]","True","2026-05-31","2026-06-14","completed","5","TRN20260213","5","9","86","4","77","Marine Meteorology for Regional Centres equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1297","Marine Meteorology: Core Concepts","Marine meteorology","Marine Meteorology","Intermediate","Offline","12","2","40","System.Object[]","System.Object[]","False","2026-07-22","2026-08-05","completed","5","TRN20260213","7","32","81","4.2","93","Marine Meteorology: Core Concepts equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1298","Advanced Marine Meteorology Techniques","Marine meteorology","Marine Meteorology","Advanced","Hybrid","20","2","50","System.Object[]","System.Object[]","False","2026-07-26","2026-08-09","completed","5","TRN20260213","8","34","77.2","4.1","83.8","Advanced Marine Meteorology Techniques equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1299","Introduction to Marine Meteorology","Marine meteorology","Marine Meteorology","Beginner","Online","32","4","20","System.Object[]","System.Object[]","False","2026-04-10","2026-05-08","completed","5","TRN20260213","6","16","96.3","4.6","71.3","Introduction to Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1300","Specialized Marine Meteorology Training","Marine meteorology","Marine Meteorology","Intermediate","Offline","32","4","50","System.Object[]","System.Object[]","False","2026-08-12","2026-09-09","completed","5","TRN20260213","4","23","75.8","3.4","63","Specialized Marine Meteorology Training equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1301","Marine Meteorology Certification Program","Marine meteorology","Marine Meteorology","Advanced","Hybrid","12","2","50","System.Object[]","System.Object[]","False","2026-04-08","2026-04-22","completed","5","TRN20260213","8","49","65.2","3.5","80.6","Marine Meteorology Certification Program equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1302","Marine Meteorology in Operational Forecasting","Marine meteorology","Marine Meteorology","Beginner","Online","8","1","25","System.Object[]","System.Object[]","True","2026-04-18","2026-04-25","completed","5","TRN20260213","4","16","57.3","3.6","92","Marine Meteorology in Operational Forecasting equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1303","Marine Meteorology Capstone Project","Marine meteorology","Marine Meteorology","Intermediate","Offline","20","2","40","System.Object[]","System.Object[]","False","2026-11-07","2026-11-21","upcoming","5","TRN20260213","4","14","77.8","3.9","71.3","Marine Meteorology Capstone Project equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1304","Practical Lab: Marine Meteorology","Marine meteorology","Marine Meteorology","Advanced","Hybrid","32","4","30","System.Object[]","System.Object[]","False","2026-06-30","2026-07-28","completed","5","TRN20260213","7","19","88.2","4.5","88.6","Practical Lab: Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1305","Hands-on Marine Meteorology","Marine meteorology","Marine Meteorology","Beginner","Online","32","4","25","System.Object[]","System.Object[]","True","2026-07-29","2026-08-26","completed","5","TRN20260213","3","8","84.5","3.8","88.3","Hands-on Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1306","Master Class: Marine Meteorology","Marine meteorology","Marine Meteorology","Intermediate","Offline","8","1","20","System.Object[]","System.Object[]","False","2026-11-10","2026-11-17","upcoming","5","TRN20260213","8","10","65.9","4","96.5","Master Class: Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1307","Marine Meteorology for New Recruits","Marine meteorology","Marine Meteorology","Beginner","Hybrid","40","5","40","System.Object[]","System.Object[]","False","2026-04-27","2026-06-01","completed","5","TRN20260213","3","8","66.1","4.6","66.9","Marine Meteorology for New Recruits equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1308","Marine Meteorology Refresher Course","Marine meteorology","Marine Meteorology","Beginner","Online","12","2","50","System.Object[]","System.Object[]","False","2027-01-09","2027-01-23","upcoming","5","TRN20260213","4","33","85.8","3.4","62.8","Marine Meteorology Refresher Course equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1309","Marine Meteorology Workshop","Marine meteorology","Marine Meteorology","Intermediate","Offline","40","5","40","System.Object[]","System.Object[]","False","2026-11-01","2026-12-06","upcoming","5","TRN20260213","8","5","77.2","4.8","79.1","Marine Meteorology Workshop equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1310","Marine Meteorology Essentials","Marine meteorology","Marine Meteorology","Beginner","Hybrid","40","5","20","System.Object[]","System.Object[]","False","2026-11-13","2026-12-18","upcoming","5","TRN20260213","7","16","78","4.8","63.1","Marine Meteorology Essentials equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1311","Marine Meteorology for Decision Makers","Marine meteorology","Marine Meteorology","Beginner","Online","32","4","25","System.Object[]","System.Object[]","True","2026-06-02","2026-06-30","completed","5","TRN20260213","4","20","58.6","4.3","88.7","Marine Meteorology for Decision Makers equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C102","Weather Observation & Data Quality","Weather observation","Weather Observation","Beginner","Online","40","5","50","System.Object[]","System.Object[]","True","2026-07-25","2026-08-29","completed","5","TRN20260108","3","46","55.8","4.7","84.1","Weather Observation & Data Quality equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1312","Introduction to Weather Observation","Weather observation","Weather Observation","Beginner","Offline","8","1","25","System.Object[]","System.Object[]","False","2026-10-14","2026-10-21","upcoming","5","TRN20260108","7","18","69.5","4.6","88.8","Introduction to Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1313","Weather Observation Best Practices","Weather observation","Weather Observation","Advanced","Hybrid","8","1","50","System.Object[]","System.Object[]","True","2027-01-14","2027-01-21","upcoming","5","TRN20260108","5","15","84.9","4.1","77.1","Weather Observation Best Practices equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1314","Advanced Weather Observation Techniques","Weather observation","Weather Observation","Advanced","Online","12","2","20","System.Object[]","System.Object[]","True","2026-05-26","2026-06-09","completed","5","TRN20260108","3","14","72.9","4.6","90.1","Advanced Weather Observation Techniques equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1315","Intermediate Weather Observation","Weather observation","Weather Observation","Intermediate","Offline","12","2","30","System.Object[]","System.Object[]","False","2026-05-10","2026-05-24","completed","5","TRN20260108","7","22","65.1","3.4","80.7","Intermediate Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1316","Applied Weather Observation","Weather observation","Weather Observation","Advanced","Hybrid","40","5","50","System.Object[]","System.Object[]","True","2026-06-12","2026-07-17","completed","5","TRN20260108","3","48","91.3","4.7","79.4","Applied Weather Observation equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1317","Weather Observation Bootcamp","Weather observation","Weather Observation","Beginner","Online","8","1","30","System.Object[]","System.Object[]","False","2026-07-21","2026-07-28","completed","5","TRN20260108","7","30","56.2","4.1","62.8","Weather Observation Bootcamp equips IMD personnel with the knowledge and skills required for standard surface and upper-air weather observation practices and data quality control. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Weather observation' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
